Video_URL,Video_Title,Comment
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Tụi cam nên nhớ. Lãnh đạo chúng nó là do các bác ta cầm tay chỉ việc. Động tới chính trị thì tổn luồi cho nó nhanh. Lũ 4 mặt tráo trở
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,"Hun nói riêng và người Campuchia nói chung không phải là người đáng tin cậy. Lúc nguy khốn thì cầu xin, những sẽ phản ngay sau đó.... đây là dân tộc rất khốn"
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Miên mọi thì quan tâm làm đếch gì. Lũ 4 mặt. Trảo trở.
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,lũ ắc cọc camdogchia
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Nam quôc son ha nam đê cu danh danh đia phân tai thiên thu thoi nha nguyên  mang guom đi mo coi thoi hô chi minh la đât nuoc viêt nam co sanh vai cuong quôc nam châu đuoc hay không la nho công hoc tâp cua thê hê hôm nay
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Việt và thái nên chia đôi cam luôn đi là vừa
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Một kẻ vô ơn ăn cháo đá bát thì có tuổi gì mà đòi tẩy chay hãy nghĩ lại còn kịp cam bốt ơi anh để cho cửa sống thằng hun nó bảo cam bốt ko ngủ hơn Việt Nam nó chưa bao giờ ra quyết định sai quay lưng với sương máu của ân nhân kẻ vô ơn
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,....
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Chả thấy TBT nhà mình chơi top top nhỉ. 😂
https://www.youtube.com/watch?v=ZEGY3w0wUm8,QUÁ ẢO ĐẾN TỪ DÂN MẠNG CAMPUCHIA - PHÁT CUỒNG ĐÒI TẨY CHAY DỰ ÁN XÂY ĐƯỜNG VƯỢT BIỂN CỦA VIỆT NAM,Mấy thằng đòi rút khỏi dự án CLV có biểu tình chống Thái hoặc đòi đóng cửa biên giới với VN không ? =))
